query_id;Ath_vs_Alyr_subject_id;Ath_vs_Alyr_dN;Ath_vs_Alyr_dS;Ath_vs_Alyr_dNdS;Ath_vs_Bdist_subject_id;Ath_vs_Bdist_dN;Ath_vs_Bdist_dS;Ath_vs_Bdist_dNdS;Ath_vs_Crub_subject_id;Ath_vs_Crub_dN;Ath_vs_Crub_dS;Ath_vs_Crub_dNdS;Ath_vs_Esals_subject_id;Ath_vs_Esals_dN;Ath_vs_Esals_dS;Ath_vs_Esals_dNdS;Ath_vs_Mtrunc_subject_id;Ath_vs_Mtrunc_dN;Ath_vs_Mtrunc_dS;Ath_vs_Mtrunc_dNdS;Ath_vs_Thassl_subject_id;Ath_vs_Thassl_dN;Ath_vs_Thassl_dS;Ath_vs_Thassl_dNdS;Ath_vs_Pabies_subject_id;Ath_vs_Pabies_dN;Ath_vs_Pabies_dS;Ath_vs_Pabies_dNdS
AT5G03760.1.1;487155;0.007009;0.1274;0.055;Bradi1g35647.1;0.2024;NA;NA;Carubv10000681m;0.01461;0.3057;0.04779;Thhalv10013220m;0.0199;0.2876;0.0692;Medtr7g103590.1;0.1112;1.789;0.06214;MA_96942g0010;0.1631;NA;NA;lcl|NW_010965775.1_cds_XP_010543471.1_18509;0.06998;1.235;0.05666
AT5G03795.1.1;487158;0.02804;0.1725;0.1625;Bradi1g54950.2;0.4732;NA;NA;Carubv10000598m;0.03889;0.3423;0.1136;Thhalv10016080m;0.05774;0.473;0.1221;Medtr1g061760.1;0.2388;2.77;0.08622;MA_61350g0010;0.4258;NA;NA;lcl|NW_010965775.1_cds_XP_010543482.1_18519;0.1161;1.25;0.09286
AT5G03860.2.1;892301;0.006513;0.1919;0.03394;Bradi5g13940.1;0.1829;2.04;0.08962;Carubv10002436m;0.01391;0.2753;0.05053;Thhalv10015335m;0.01833;0.3356;0.05463;Medtr8g028225.1;0.0988;1.891;0.05225;MA_120902g0010;0.194;1.596;0.1216;lcl|NW_010966986.1_cds_XP_010555537.1_29280;0.0674;1.349;0.04994
AT5G03870.1.1;487165;0.02062;0.1897;0.1087;Bradi5g09360.1;0.5018;NA;NA;Carubv10001143m;0.03651;0.3656;0.09986;Thhalv10013788m;0.0527;0.4394;0.1199;Medtr7g104720.1;0.3997;NA;NA;MA_48594g0010;0.6847;NA;NA;lcl|NW_010967707.1_cds_XP_010558221.1_31825;0.1451;0.9929;0.1461
AT5G03880.1.1;487166;0.005398;0.1631;0.0331;Bradi3g42820.1;0.2377;2.476;0.09601;Carubv10001359m;0.03632;0.2994;0.1213;Thhalv10014048m;0.05596;0.2531;0.2211;Medtr1g059970.1;0.2521;1.626;0.155;MA_417453g0010;0.1931;NA;NA;lcl|NW_010967708.1_cds_XP_010558992.1_32430;0.1291;0.7583;0.1702
AT5G03905.1.1;939780;0.03924;0.1623;0.2418;Bradi3g34680.1;0.2725;NA;NA;Carubv10002593m;0.0434;0.22;0.1973;Thhalv10014896m;0.06791;0.345;0.1968;Medtr7g104600.1;0.2484;1.371;0.1812;MA_10223857g0010;0.3359;NA;NA;lcl|NW_010966881.1_cds_XP_010552981.1_26957;0.1431;0.8607;0.1662
AT5G03940.1.1;487173;0.01047;0.1285;0.08143;Bradi4g25510.2;0.2158;2.359;0.0915;Carubv10003682m;0.01529;0.1846;0.08282;Thhalv10013128m;0.03011;0.2936;0.1026;Medtr7g104890.1;0.1281;1.326;0.09663;MA_10274946g0010;0.3005;1.901;0.1581;lcl|NW_010967707.1_cds_XP_010558224.1_31828;0.06659;0.6354;0.1048
AT5G03990.1.1;487179;0.04204;0.169;0.2488;Bradi4g43237.1;0.6677;NA;NA;Carubv10001427m;0.09585;0.3184;0.301;Thhalv10014260m;0.1292;0.3267;0.3955;Medtr7g090780.1;0.507;NA;NA;MA_10433909g0010;0.8102;NA;NA;lcl|NW_010965775.1_cds_XP_010543502.1_18539;0.275;1.457;0.1887
AT5G04010.1.1;487181;0.03762;0.1433;0.2625;Bradi2g52530.2;0.716;NA;NA;Carubv10003566m;0.0884;0.3284;0.2692;Thhalv10027472m;0.2671;0.9687;0.2757;Medtr1g041810.1;0.5741;NA;NA;MA_200329g0010;0.633;NA;NA;lcl|NW_010965775.1_cds_XP_010543510.1_18546;0.5359;1.792;0.2991
AT5G04040.2.1;487184;0.01114;0.1372;0.08124;Bradi2g50610.1;0.1937;4.054;0.04777;Carubv10000230m;0.01732;0.2945;0.05879;Thhalv10012694m;0.03671;0.3357;0.1093;Medtr1g087300.1;0.1477;1.355;0.109;MA_10433501g0010;0.2621;NA;NA;lcl|NW_010966881.1_cds_XP_010552978.1_26953;0.08709;0.9745;0.08937
AT5G04240.1.1;487204;0.02929;0.08654;0.3384;Bradi1g74997.1;0.4988;NA;NA;Carubv10000051m;0.05335;0.1769;0.3015;Thhalv10012447m;0.08255;0.2222;0.3715;Medtr1g094740.1;0.4057;1.829;0.2218;MA_138058g0010;0.3253;3.133;0.1038;lcl|NW_010965775.1_cds_XP_010543545.1_18578;0.2108;0.632;0.3335
AT5G04360.2.1;487216;0.01601;0.06829;0.2345;Bradi5g00540.1;0.3132;2.322;0.1348;Carubv10000153m;0.03721;0.1639;0.227;Thhalv10012585m;0.04512;0.2197;0.2054;Medtr1g090693.1;0.2171;1.215;0.1786;MA_184516g0010;0.2642;2.502;0.1056;lcl|NW_010965775.1_cds_XP_010543576.1_18610;0.1423;0.6638;0.2144
AT5G04410.1.1;939838;0.02676;0.1236;0.2165;Bradi3g12470.1;0.5604;NA;NA;Carubv10003768m;0.09627;0.365;0.2638;Thhalv10013110m;0.06897;0.3262;0.2114;Medtr1g090723.4;0.5392;2.156;0.2501;MA_1948g0010;0.5871;NA;NA;lcl|NW_010966881.1_cds_XP_010552948.1_26921;0.1647;0.8374;0.1966
AT5G04430.2.1;487225;0.008362;0.07194;0.1162;Bradi3g55870.1;0.2615;2.523;0.1036;Carubv10001394m;0.01482;0.2308;0.06421;Thhalv10014068m;0.02176;0.2236;0.09733;Medtr1g090773.3;0.206;1.314;0.1569;MA_10437213g0010;0.3291;2.158;0.1525;lcl|NW_010966881.1_cds_XP_010552942.1_26918;0.07722;0.4906;0.1574
AT5G04490.1.1;325092;0.02372;0.1741;0.1363;Bradi5g25667.1;0.372;2.421;0.1537;Carubv10001540m;0.04872;0.225;0.2166;Thhalv10014196m;0.07512;0.2648;0.2837;Medtr1g090913.1;0.3825;NA;NA;MA_196645g0010;0.3048;2.738;0.1113;lcl|NW_010966881.1_cds_XP_010552940.1_26916;0.206;0.9403;0.2191
AT5G04500.1.1;939849;0.02214;0.1517;0.1459;Bradi2g18300.3;0.3832;NA;NA;Carubv10003280m;0.04749;0.2729;0.174;Thhalv10012710m;0.06396;0.3842;0.1665;Medtr1g090920.1;0.2612;2.125;0.1229;MA_30471g0010;0.3012;NA;NA;lcl|NW_010965775.1_cds_XP_010543591.1_18625;0.17;1.02;0.1666
AT5G04520.1.1;487234;0.00976;0.1479;0.06599;Bradi1g61771.1;0.2724;NA;NA;Carubv10001615m;0.03219;0.2557;0.1259;Thhalv10014252m;0.03889;0.3703;0.105;Medtr3g091130.1;0.1605;1.546;0.1038;MA_10435851g0010;0.2083;2.266;0.09194;lcl|NW_010967707.1_cds_XP_010558255.1_31857;0.09289;0.879;0.1057
AT5G04590.1.1;939859;0.006236;0.1057;0.05902;Bradi2g20550.2;0.1865;1.889;0.09876;Carubv10000388m;0.01138;0.256;0.04447;Thhalv10020247m;0.04052;0.6857;0.05909;Medtr4g077190.1;0.1322;2.004;0.06598;MA_17473g0020;0.1214;1.602;0.07578;lcl|NW_010965775.1_cds_XP_010543602.1_18635;0.06798;0.751;0.09052
AT5G04600.1.1;939860;0.02544;0.1063;0.2393;Bradi3g35650.1;0.3427;1.669;0.2054;Carubv10001924m;0.043;0.2507;0.1715;Thhalv10014607m;0.06414;0.3313;0.1936;Medtr1g108290.1;0.2267;1.915;0.1183;MA_432330g0010;0.4348;2.04;0.2132;lcl|NW_010965775.1_cds_XP_010543603.1_18637;0.1622;0.931;0.1742
AT5G04610.1.1;487242;0.04384;0.1989;0.2204;Bradi3g40450.1;0.498;3.98;0.1251;Carubv10003731m;0.08381;0.2906;0.2884;Thhalv10013565m;0.108;0.4138;0.2609;Medtr1g050528.1;0.3791;1.832;0.2069;MA_10425977g0020;0.4775;2.75;0.1736;lcl|NW_010965775.1_cds_XP_010543604.1_18636;0.1918;1.015;0.189
AT5G04710.1.1;487250;0.01373;0.1141;0.1203;Bradi2g61860.1;0.1912;2.183;0.08757;Carubv10000697m;0.02612;0.2449;0.1066;Thhalv10013255m;0.02755;0.261;0.1055;Medtr1g092920.1;0.151;1.397;0.1081;MA_10436822g0010;0.2303;1.217;0.1893;lcl|NW_010965775.1_cds_XP_010543610.1_18640;0.07243;0.6646;0.109
AT5G04830.2.1;487267;0.01989;0.1287;0.1546;Bradi2g61767.1;0.2669;1.969;0.1355;Carubv10002023m;0.03906;0.4007;0.09748;Thhalv10014751m;0.06177;0.291;0.2123;Medtr1g090630.1;0.2195;1.279;0.1716;MA_9258086g0010;0.2147;1.27;0.1691;lcl|NW_010965775.1_cds_XP_010543621.1_18651;0.1126;0.9936;0.1133
AT5G04895.1.1;892406;0.006155;0.08095;0.07604;Bradi1g08607.1;0.134;2.397;0.05591;Carubv10000077m;0.01652;0.2008;0.08226;Thhalv10012492m;0.02408;0.2379;0.1012;Medtr8g044260.1;0.1109;1.501;0.07389;MA_10437209g0010;0.2304;2.136;0.1079;lcl|NW_010967707.1_cds_XP_010558246.1_31844;0.07764;0.7176;0.1082
AT5G04900.1.1;487276;0.01702;0.0639;0.2664;Bradi1g13420.2;0.2085;1.675;0.1245;Carubv10002945m;0.04088;0.2261;0.1808;Thhalv10013856m;0.0422;0.2025;0.2084;Medtr8g044240.1;0.1723;1.778;0.09694;MA_116783g0010;0.9765;NA;NA;lcl|NW_010965775.1_cds_XP_010543634.1_18663;0.09395;0.7316;0.1284
AT5G04910.1.1;487277;0.01827;0.1875;0.09743;Bradi2g09800.1;0.3042;1.822;0.1669;Carubv10001943m;0.04125;0.2651;0.1556;Thhalv10014633m;0.04457;0.3293;0.1353;Medtr3g006790.1;0.2009;1.696;0.1184;MA_98882g0010;0.2737;NA;NA;lcl|NW_010967707.1_cds_XP_010558238.1_31841;0.1135;0.7548;0.1503
AT5G04920.1.1;487278;0.02112;0.1321;0.1599;Bradi2g53090.1;0.3609;NA;NA;Carubv10007890m;0.02875;0.2913;0.0987;Thhalv10013568m;0.02848;0.3416;0.08336;Medtr8g044150.1;0.2149;1.55;0.1387;MA_18895g0010;0.3422;NA;NA;lcl|NW_010965775.1_cds_XP_010543635.1_18664;0.07824;0.7563;0.1034
AT5G04930.1.1;939897;0.007707;0.139;0.05546;Bradi1g63650.1;0.2639;NA;NA;Carubv10003062m;0.01446;0.2053;0.07045;Thhalv10012494m;0.02441;0.273;0.08942;Medtr8g044210.1;0.1919;1.776;0.1081;MA_4460g0020;0.2773;NA;NA;lcl|NW_010960187.1_cds_XP_010529256.1_648;0.3513;NA;NA
AT5G04990.1.1;939904;0.02447;0.1274;0.1921;Bradi2g36230.1;0.5275;NA;NA;Carubv10000878m;0.0457;0.305;0.1498;Thhalv10013430m;0.06828;0.4092;0.1669;Medtr8g043510.1;0.3778;NA;NA;MA_10431452g0010;0.527;NA;NA;lcl|NW_010966881.1_cds_XP_010552891.1_26870;0.197;0.9286;0.2122
AT5G05000.3.1;487289;0.03206;0.1342;0.2389;Bradi1g68540.1;0.2664;2.606;0.1022;Carubv10001510m;0.0409;0.1978;0.2068;Thhalv10014156m;0.06116;0.2692;0.2272;Medtr7g088050.1;0.2308;1.669;0.1383;MA_9564g0010;0.375;NA;NA;lcl|NW_010965775.1_cds_XP_010543649.1_18674;0.1161;0.5815;0.1997
AT5G05010.2.1;939906;0.02059;0.1343;0.1533;Bradi3g34620.1;0.2344;1.422;0.1649;Carubv10003029m;0.02192;0.1594;0.1375;Thhalv10013243m;0.05866;0.2647;0.2216;Medtr2g101180.3;0.1579;1.563;0.101;MA_7657529g0010;0.1737;1.792;0.09692;lcl|NW_010967707.1_cds_XP_010558131.1_31741;0.08942;0.6006;0.1489
AT5G05080.4.1;487299;0.008625;0.07718;0.1118;Bradi1g31580.4;0.1861;NA;NA;Carubv10001778m;0.005125;0.2241;0.02287;Thhalv10014466m;0.01858;0.2687;0.06914;Medtr7g087590.2;0.1567;1.238;0.1266;MA_10432963g0010;0.21;1.379;0.1523;lcl|NW_010966881.1_cds_XP_010552899.1_26879;0.0914;0.6972;0.1311
AT5G05130.1.1;487302;0.02156;0.1293;0.1667;Bradi1g19820.1;0.3604;NA;NA;Carubv10000214m;0.04132;0.2621;0.1576;Thhalv10012664m;0.05725;0.2769;0.2067;Medtr7g089190.1;0.2945;NA;NA;MA_10434222g0010;0.4227;NA;NA;lcl|NW_010967707.1_cds_XP_010558921.1_31724;0.1252;0.6904;0.1814
AT5G05140.1.1;487303;0.01646;0.1197;0.1375;Bradi2g25350.1;0.4517;NA;NA;Carubv10000944m;0.03853;0.2687;0.1434;Thhalv10013510m;0.0458;0.318;0.144;Medtr7g089140.3;0.3688;1.678;0.2198;MA_47820g0010;0.5346;3.678;0.1453;lcl|NW_010965775.1_cds_XP_010543663.1_18690;0.1809;0.755;0.2396
AT5G05170.1.1;487306;0.00478;0.1276;0.03746;Bradi1g04597.6;0.1203;1.805;0.06663;Carubv10002932m;0.009447;0.1933;0.04888;Thhalv10012528m;0.009897;0.1736;0.05703;Medtr3g030040.2;0.08038;1.192;0.06745;MA_174181g0010;0.1283;2.031;0.06318;lcl|NW_010966177.1_cds_XP_010547260.1_21914;0.0655;1.23;0.05326
AT5G05200.1.1;487310;0.01606;0.09291;0.1729;Bradi2g36950.1;0.1936;2.045;0.09465;Carubv10000658m;0.02013;0.1969;0.1022;Thhalv10013198m;0.03252;0.2451;0.1327;Medtr5g068050.1;0.1289;1.658;0.07771;MA_10426259g0010;0.1996;2.108;0.09466;lcl|NW_010966881.1_cds_XP_010552907.1_26885;0.07527;0.5745;0.131
AT5G05270.2.1;487319;0.00806;0.1429;0.0564;Bradi4g44390.1;0.3083;1.186;0.26;Carubv10001966m;0.03723;0.2723;0.1368;Thhalv10014675m;0.03779;0.205;0.1844;Medtr3g093980.1;0.2668;NA;NA;MA_502949g0010;0.3007;NA;NA;lcl|NW_010965775.1_cds_XP_010543680.1_18707;0.1535;1.037;0.1481
AT5G05340.1.1;939957;0.01388;0.1099;0.1263;Bradi1g38290.1;0.3319;NA;NA;Carubv10001455m;0.03081;0.2909;0.1059;Thhalv10014105m;0.04635;0.3257;0.1423;Medtr3g094670.1;0.1781;2.41;0.07387;MA_186345g0010;0.2486;NA;NA;lcl|NW_010965775.1_cds_XP_010543687.1_18717;0.1214;0.8434;0.1439
AT5G05365.1.1;325171;0.01281;0.1406;0.09108;Bradi2g53750.1;0.3086;NA;NA;Carubv10002376m;0.03713;0.4093;0.0907;Thhalv10015175m;0.03648;0.3193;0.1142;Medtr3g072000.1;0.1781;2.056;0.08661;MA_138132g0020;0.3875;1.655;0.2342;lcl|NW_010967707.1_cds_XP_010558059.1_31675;0.1553;0.8267;0.1878
AT5G05510.1.1;349820;0.02722;0.1018;0.2675;Bradi4g43930.1;0.399;NA;NA;Carubv10000885m;0.0434;0.196;0.2215;Thhalv10013424m;0.05483;0.2255;0.2432;Medtr3g071460.1;0.3159;2.026;0.1559;MA_86086g0010;0.3555;1.913;0.1858;lcl|NW_010965775.1_cds_XP_010543712.1_18738;0.1418;0.6383;0.2221
AT5G05520.1.1;487345;0.02663;0.1282;0.2077;Bradi2g53940.2;0.3189;NA;NA;Carubv10000717m;0.03506;0.1921;0.1825;Thhalv10013229m;0.05121;0.3268;0.1567;Medtr3g071450.1;0.3172;2.396;0.1324;MA_100751g0010;0.3658;NA;NA;lcl|NW_010967707.1_cds_XP_010558067.1_31682;0.1217;0.7275;0.1673
AT5G05580.1.1;487353;0.02001;0.07569;0.2644;Bradi1g16580.1;0.196;1.616;0.1214;Carubv10001010m;0.03366;0.2606;0.1291;Thhalv10013625m;0.03638;0.2702;0.1347;Medtr7g068780.1;0.1845;1.7;0.1085;MA_140292g0010;0.1986;2.457;0.08081;lcl|NW_010965775.1_cds_XP_010543723.1_18744;0.08247;0.5977;0.138
AT5G05610.2.1;487363;0.004105;0.07794;0.05266;Bradi2g34640.1;0.2497;1.234;0.2024;Carubv10001835m;0.005724;0.1329;0.04306;Thhalv10014538m;0.01192;0.2592;0.04597;Medtr4g015830.1;0.1441;1.781;0.08091;MA_10430679g0010;0.2125;2.193;0.09694;lcl|NW_010966881.1_cds_XP_010552880.1_26861;0.05813;0.8613;0.0675
AT5G05660.1.1;487366;0.01736;0.1173;0.148;Bradi2g00226.1;0.367;NA;NA;Carubv10003051m;0.03298;0.2471;0.1335;Thhalv10012642m;0.037;0.3194;0.1159;Medtr3g070780.1;0.2142;1.908;0.1123;MA_10433116g0010;0.3736;NA;NA;lcl|NW_010965775.1_cds_XP_010543729.1_18753;0.1301;0.836;0.1556
AT5G05670.2.1;487367;0.008187;0.07293;0.1123;Bradi2g61180.1;0.2697;3.002;0.08985;Carubv10001748m;0.02229;0.2222;0.1003;Thhalv10014432m;0.03632;0.2366;0.1535;Medtr4g071550.1;0.165;1.928;0.08558;MA_25663g0010;0.2401;NA;NA;lcl|NW_010963495.1_cds_XP_010531498.1_7890;0.08424;0.847;0.09946
AT5G05680.1.1;487368;0.02575;0.1018;0.2529;Bradi5g21070.2;0.4306;3.146;0.1369;Carubv10000248m;0.03336;0.1459;0.2287;Thhalv10012715m;0.05896;0.2623;0.2248;Medtr3g070390.1;0.3025;1.571;0.1926;MA_10435089g0010;0.4838;NA;NA;lcl|NW_010967707.1_cds_XP_010558078.1_31691;0.1653;0.6776;0.244
AT5G05690.1.1;939998;0.004673;0.0984;0.04749;Bradi4g43110.1;0.27;3.43;0.07871;Carubv10000884m;0.02675;0.261;0.1025;Thhalv10013418m;0.01723;0.248;0.06945;Medtr5g082520.1;0.1415;1.468;0.09638;MA_6685g0010;0.2642;NA;NA;lcl|NW_010965775.1_cds_XP_010543733.1_18758;0.09162;0.7879;0.1163
AT5G05730.1.1;487374;0.008918;0.1089;0.08188;Bradi1g03260.1;0.2407;NA;NA;Carubv10000538m;0.02329;0.2127;0.1095;Thhalv10013041m;0.02265;0.3057;0.07409;Medtr3g070290.1;0.1856;1.785;0.1039;MA_940284g0010;0.1685;NA;NA;lcl|NW_010965775.1_cds_XP_010543741.1_18764;0.07272;0.8065;0.09017
AT5G05780.1.1;940006;0.002889;0.1186;0.02436;Bradi5g24960.1;0.06495;1.68;0.03867;Carubv10001527m;0.003235;0.234;0.01383;Thhalv10014182m;0.007129;0.2739;0.02603;Medtr5g081980.1;0.06666;1.768;0.03769;MA_14467g0010;0.2176;NA;NA;lcl|NW_010967707.1_cds_XP_010558084.1_31697;0.02492;0.6606;0.03772
AT5G05830.1.1;940012;0.02515;0.08419;0.2988;Bradi2g55030.8;0.3926;1.502;0.2614;Carubv10001959m;0.05807;0.1872;0.3102;Thhalv10014658m;0.05216;0.203;0.257;Medtr5g081560.1;0.3659;1.391;0.263;MA_10427042g0010;0.2982;NA;NA;lcl|NW_010967707.1_cds_XP_010558092.1_31703;0.237;1.004;0.236
AT5G06060.1.1;487407;0.02207;0.1096;0.2014;Bradi1g66900.1;0.2185;1.558;0.1403;Carubv10001737m;0.04399;0.3218;0.1367;Thhalv10014421m;0.03945;0.3494;0.1129;Medtr3g068070.1;0.2027;1.454;0.1395;MA_10429626g0010;0.303;NA;NA;lcl|NW_010965775.1_cds_XP_010543921.1_18794;0.109;1.011;0.10780000000000001
AT5G06140.1.1;349878;0.007386;0.096560000000000007;0.07649;Bradi2g55760.1;0.1828;1.806;0.1012;Carubv10001113m;0.01493;0.1852;0.08064;Thhalv10013711m;0.02384;0.2704;0.08815;Medtr1g059650.1;0.1157;1.254;0.09221;MA_10043134g0010;0.2209;3.624;0.06096;lcl|NW_010965775.1_cds_XP_010543800.1_18821;0.05736;0.6718;0.08539
AT5G06160.1.1;487419;0.01454;0.09471;0.1535;Bradi3g58172.1;0.2285;3.518;0.06497;Carubv10000755m;0.04132;0.2037;0.2028;Thhalv10013305m;0.0691;0.2718;0.2543;Medtr3g091250.1;0.1592;2.034;0.07825;MA_10435481g0010;0.2541;NA;NA;lcl|NW_010960187.1_cds_XP_010548951.1_2682;0.1061;0.7315;0.1451
AT5G06210.1.1;487428;0.05001;0.1008;0.4963;Bradi5g09510.1;0.4464;2.411;0.1852;Carubv10002139m;0.06441;0.3572;0.1803;Thhalv10014928m;0.09388;0.2934;0.32;Medtr7g105260.1;0.4057;NA;NA;MA_10430060g0020;0.4224;2.198;0.1922;lcl|NW_010967707.1_cds_XP_010558018.1_31637;0.1974;0.9754;0.2024
AT5G06240.1.1;487431;0.01748;0.1564;0.1118;Bradi2g37140.1;0.364;NA;NA;Carubv10002146m;0.01875;0.1735;0.1081;Thhalv10014881m;0.04417;0.2731;0.1617;Medtr7g105350.2;0.2123;2.705;0.0785;MA_321346g0010;0.3361;NA;NA;lcl|NW_010971205.1_cds_XP_010525696.1_38995;0.1187;0.5468;0.217
AT5G06350.2.1;487444;0.03566;0.05947;0.5996;Bradi5g12820.2;0.5855;NA;NA;Carubv10000191m;0.08691;0.2091;0.4157;Thhalv10012647m;0.09436;0.291;0.3243;Medtr7g106190.5;0.4228;1.595;0.2651;MA_10436063g0010;0.6907;NA;NA;lcl|NW_010965122.1_cds_XP_010534385.1_10413;0.2145;0.7363;0.2913
AT5G06360.1.1;940076;0.01632;0.1072;0.1522;Bradi1g18120.1;0.1245;NA;NA;Carubv10001640m;0.01901;0.2468;0.07703;Thhalv10014439m;0.03329;0.3342;0.0996;Medtr0508s0010.2;0.08382;1.313;0.06383;MA_11189g0010;0.1091;1.837;0.05938;lcl|NW_010967707.1_cds_XP_010557992.1_31611;0.03046;0.641;0.04753
AT5G06370.1.1;487446;0.01608;0.2022;0.0795;Bradi2g24030.1;0.2388;NA;NA;Carubv10001754m;0.02229;0.2731;0.08163;Thhalv10014443m;0.0337;0.3278;0.1028;Medtr1g057650.1;0.1607;1.16;0.1386;MA_10427055g0010;0.2364;2.378;0.09939;lcl|NW_010965775.1_cds_XP_010543837.1_18857;0.1063;1.452;0.07321
AT5G06410.1.1;487450;0.02038;0.1286;0.1585;Bradi4g07780.1;0.4234;2.308;0.1835;Carubv10001671m;0.04954;0.2362;0.2097;Thhalv10014422m;0.09616;0.4217;0.228;Medtr1g055300.1;0.3663;2.162;0.1694;MA_945784g0010;0.4986;2.005;0.2486;lcl|NW_010965775.1_cds_XP_010543843.1_18863;0.185;0.936;0.1976
AT5G06530.2.1;487463;0.01254;0.1451;0.08638;Bradi1g74640.1;0.1797;3.172;0.05664;Carubv10000295m;0.02293;0.2144;0.1069;Thhalv10012760m;0.0324;0.2993;0.1082;Medtr1g054935.1;0.1478;2.238;0.06601;MA_10428183g0020;0.3139;NA;NA;lcl|NW_010967707.1_cds_XP_010557969.1_31589;0.08083;1.239;0.06523
AT5G06550.1.1;487465;0.01738;0.169;0.1028;Bradi4g16020.3;0.3112;NA;NA;Carubv10003439m;0.03401;0.2698;0.126;Thhalv10013290m;0.07686;0.3136;0.2451;Medtr7g106990.1;0.1929;1.306;0.1477;MA_10432215g0010;0.2918;NA;NA;lcl|NW_010968505.1_cds_XP_010519982.1_33934;0.1137;0.7385;0.154
AT5G06590.1.1;487469;0.02874;0.1534;0.1873;Bradi2g58007.1;0.5849;3.343;0.1749;Carubv10001515m;0.07781;0.2469;0.3151;Thhalv10014151m;0.096560000000000007;0.3666;0.2634;Medtr7g107150.1;0.3952;1.851;0.2135;MA_10429586g0010;0.5847;NA;NA;lcl|NW_010965122.1_cds_XP_010534376.1_10402;0.2405;0.8015;0.3001
AT5G06660.1.1;940109;0.004601;0.1664;0.02765;Bradi1g10416.4;0.2556;NA;NA;Carubv10002482m;0.01592;0.3513;0.04531;Thhalv10016091m;0.02674;0.677;0.0395;Medtr7g085050.1;0.09286;2.186;0.04247;MA_350420g0010;0.2567;NA;NA;lcl|NW_010968505.1_cds_XP_010520022.1_33975;0.0353;1.215;0.02905
AT5G06680.1.1;487478;0.009231;0.1199;0.077;Bradi4g31640.2;0.2555;NA;NA;Carubv10002970m;0.01162;0.1875;0.06195;Thhalv10012676m;0.01903;0.2875;0.06619;Medtr7g093560.1;0.1922;1.543;0.1246;MA_104379g0010;0.284;NA;NA;lcl|NW_010968505.1_cds_XP_010520023.1_33976;0.05853;0.6456;0.09066
AT5G06690.1.1;487479;0.01169;0.09706;0.1204;Bradi3g57470.1;0.5098;1.314;0.3879;Carubv10002046m;0.05322;0.2444;0.2177;Thhalv10015512m;0.05915;0.2564;0.2307;Medtr7g093490.1;0.4052;NA;NA;MA_102427g0010;0.4133;NA;NA;lcl|NW_010968505.1_cds_XP_010520025.1_33977;0.203;0.7613;0.2666
AT5G06700.1.1;487481;0.02078;0.1703;0.122;Bradi3g57480.1;0.4609;NA;NA;Carubv10000490m;0.04268;0.3033;0.1407;Thhalv10012993m;0.06259;0.4778;0.131;Medtr7g093450.3;0.2676;1.906;0.1404;MA_102045g0010;0.3944;NA;NA;lcl|NW_010967707.1_cds_XP_010557950.1_31572;0.1881;1.15;0.1636
AT5G06710.1.1;940115;0.04358;0.1515;0.2877;Bradi3g37810.1;0.4717;NA;NA;Carubv10001356m;0.04111;0.2356;0.1745;Thhalv10014027m;0.05595;0.2742;0.2041;Medtr7g093430.1;0.331;1.058;0.313;MA_57689g0010;0.3699;NA;NA;lcl|NW_010967707.1_cds_XP_010557949.1_31571;0.177;0.9492;0.1864
AT5G06720.1.1;487484;0.02134;0.1902;0.1122;Bradi1g68900.1;0.3877;1.119;0.3466;Carubv10001380m;0.03851;0.3697;0.1042;Thhalv10014029m;0.05303;0.3908;0.1357;Medtr1g054205.1;0.196;0.8636;0.227;MA_10428648g0010;0.303;NA;NA;lcl|NW_010968505.1_cds_XP_010520028.1_33980;0.125;1.368;0.09137
AT5G06830.1.1;487496;0.02153;0.08851;0.2432;Bradi1g42700.1;0.301;1.722;0.1748;Carubv10003302m;0.02395;0.1615;0.1483;Thhalv10013160m;0.04072;0.1702;0.2392;Medtr1g053520.1;0.2132;1.789;0.1191;MA_10429676g0020;0.3348;NA;NA;lcl|NW_010968505.1_cds_XP_010520055.1_34008;0.1138;0.5798;0.1962
AT5G06970.1.1;487516;0.01096;0.09006;0.1217;Bradi1g20630.1;0.2301;1.908;0.1206;Carubv10003033m;0.02769;0.1953;0.1418;Thhalv10012512m;0.03269;0.2079;0.1572;Medtr8g040190.2;0.1754;1.676;0.1046;MA_10425785g0010;0.2525;1.963;0.1286;lcl|NW_010968505.1_cds_XP_010520075.1_34023;0.06461;0.5329;0.1212
AT5G06990.1.1;487519;0.003462;0.1913;0.0181;Bradi2g52820.2;0.3718;NA;NA;Carubv10003275m;0.004075;0.5024;0.00811;Thhalv10016081m;0.02459;0.7154;0.03437;Medtr8g040690.1;0.3159;NA;NA;MA_10427534g0010;0.3916;NA;NA;lcl|NW_010967707.1_cds_XP_010557905.1_31531;0.06214;1.177;0.05279
AT5G07020.1.1;487522;0.02241;0.1455;0.1541;Bradi3g45840.1;0.3101;1.219;0.2544;Carubv10001813m;0.03962;0.2213;0.179;Thhalv10014567m;0.06597;0.3041;0.2169;Medtr3g013460.1;0.2976;2.688;0.1107;MA_10435992g0010;0.407;2.175;0.1871;lcl|NW_010968505.1_cds_XP_010520092.1_34038;0.1174;0.8571;0.137
