query_id;Ath_vs_Alyr_subject_id;Ath_vs_Alyr_dN;Ath_vs_Alyr_dS;Ath_vs_Alyr_dNdS;Ath_vs_Crub_subject_id;Ath_vs_Crub_dN;Ath_vs_Crub_dS;Ath_vs_Crub_dNdS;Ath_vs_Esals_subject_id;Ath_vs_Esals_dN;Ath_vs_Esals_dS;Ath_vs_Esals_dNdS;Ath_vs_Mtrunc_subject_id;Ath_vs_Mtrunc_dN;Ath_vs_Mtrunc_dS;Ath_vs_Mtrunc_dNdS;Ath_vs_Thassl_subject_id;Ath_vs_Thassl_dN;Ath_vs_Thassl_dS;Ath_vs_Thassl_dNdS
AT5G19875.1.1;941538;0.02239;0.08006;0.2796;Carubv10002266m;0.0379;0.2065;0.1835;Thhalv10015028m;0.07375;0.3781;0.1951;Medtr5g084250.1;0.3962;NA;NA;lcl|NW_010965304.1_cds_XP_010535905.1_11755;0.1598;0.841;0.19
AT5G19890.1.1;941540;0.03362;0.1569;0.2142;Carubv10003822m;0.07213;0.2681;0.269;Thhalv10014080m;0.06289;0.2825;0.2226;Medtr4g125940.1;0.2855;2.599;0.1099;lcl|NW_010965541.1_cds_XP_010541735.1_16968;0.1585;1.02;0.1554
AT5G19900.5.1;488886;0.02007;0.1355;0.1482;Carubv10002828m;0.04573;0.3224;0.1418;Thhalv10013350m;0.05767;0.4182;0.1379;Medtr1g116330.1;0.3486;NA;NA;lcl|NW_010965304.1_cds_XP_010535897.1_11748;0.1447;0.8498;0.1703
AT5G19930.2.1;488888;0.0221;0.1806;0.1224;Carubv10002408m;0.02875;0.2388;0.1204;Thhalv10014278m;0.03589;0.2417;0.1485;Medtr4g112990.1;0.2299;1.364;0.1686;lcl|NW_010965541.1_cds_XP_010541734.1_16967;0.1016;0.8013;0.1268
AT5G19940.1.1;941545;0.01609;0.1735;0.09278;Carubv10001836m;0.01864;0.3233;0.05767;Thhalv10014537m;0.04606;0.2922;0.1577;Medtr1g009980.1;0.2707;2.043;0.1325;lcl|NW_010965304.1_cds_XP_010535888.1_11740;0.1589;0.7645;0.2079
AT5G19970.1.1;941548;0.02372;0.1247;0.1903;Carubv10003304m;0.03077;0.2971;0.1036;Thhalv10013658m;0.04981;0.3012;0.1654;Medtr2g055250.1;0.394;1.693;0.2327;lcl|NW_010965541.1_cds_XP_010541727.1_16961;0.2762;0.9732;0.2838
AT5G19980.1.1;488895;0.02484;0.1972;0.126;Carubv10001340m;0.06145;0.3517;0.1747;Thhalv10015800m;0.1257;0.6379;0.197;Medtr4g113270.1;0.1973;1.344;0.1469;lcl|NW_010965304.1_cds_XP_010535886.1_11738;0.1383;1.083;0.1277
AT5G19990.3.1;941550;0.001074;0.2015;0.005328;Carubv10001052m;0.002867;0.2952;0.009714;Thhalv10013657m;0.005217;0.3263;0.01599;Medtr4g094270.1;0.03873;1.491;0.02597;lcl|NW_010968505.1_cds_XP_010520598.1_34517;0.01538;0.6346;0.02423
AT5G20040.1.1;488901;0.026;0.1182;0.2199;Carubv10000903m;0.08014;0.2116;0.3787;Thhalv10013462m;0.08998;0.3202;0.281;Medtr2g078120.2;0.2308;2.018;0.1144;lcl|NW_010968505.1_cds_XP_010520596.1_34515;0.1765;0.6591;0.2678
AT5G20050.1.1;488903;0.01579;0.1068;0.1479;Carubv10000935m;0.04251;0.3555;0.1196;Thhalv10013470m;0.04494;0.5176;0.08682;Medtr4g113710.1;0.2971;NA;NA;lcl|NW_010968505.1_cds_XP_010520595.1_34514;0.1354;1.034;0.1309
AT5G20060.4.1;941559;0.009581;0.0942;0.1017;Carubv10001666m;0.02062;0.1913;0.10780000000000001;Thhalv10014480m;0.04605;0.2288;0.2013;Medtr2g054780.1;0.1876;1.181;0.1588;lcl|NW_010965304.1_cds_XP_010535874.1_11727;0.08675;0.5273;0.1645
AT5G20070.1.1;488907;0.0169;0.1542;0.1096;Carubv10000983m;0.04147;0.3188;0.1301;Thhalv10013566m;0.05103;0.3266;0.1562;Medtr2g054680.1;0.1884;2.196;0.08581;lcl|NW_010965304.1_cds_XP_010535873.1_11726;0.1247;0.8478;0.1471
AT5G20080.1.1;941561;0.002465;0.1029;0.02396;Carubv10002684m;0.01971;0.1954;0.1008;Thhalv10014199m;0.02952;0.2541;0.1162;Medtr4g114030.1;0.1644;1.148;0.1431;lcl|NW_010965304.1_cds_XP_010535871.1_11725;0.07179;0.4806;0.1494
AT5G20090.4.1;488911;0.004411;0.1116;0.03953;Carubv10002298m;0.008024;0.2664;0.03011;Thhalv10015066m;0.01618;0.2313;0.06993;Medtr1g112340.2;0.09741;2.008;0.04851;lcl|NW_010965372.1_cds_XP_010536644.1_12421;0.03758;0.9635;0.039
AT5G20110.1.1;488913;0.01139;0.08291;0.1373;Carubv10001947m;0.05731;0.3019;0.1898;Thhalv10014655m;0.07359;0.2916;0.2524;Medtr4g114060.2;0.4211;NA;NA;lcl|NW_010965541.1_cds_XP_010541722.1_16956;0.3034;0.9213;0.3293
AT5G20120.2.1;941565;0.004632;0.1004;0.04615;Carubv10002044m;0.01609;0.2554;0.06301;Thhalv10014769m;0.0356;0.2618;0.136;Medtr4g114105.4;0.2112;1.892;0.1116;lcl|NW_010968505.1_cds_XP_010520582.1_34502;0.08051;0.7283;0.1105
AT5G20130.1.1;488915;0.03768;0.1418;0.2657;Carubv10001993m;0.04953;0.2898;0.1709;Thhalv10014703m;0.05048;0.2976;0.1696;Medtr4g133070.1;0.4272;1.706;0.2505;lcl|NW_010968505.1_cds_XP_010520578.1_34499;0.2266;0.7831;0.2894
AT5G20140.1.1;351109;0.03256;0.2462;0.1322;Carubv10003537m;0.06002;0.3414;0.1758;Thhalv10004416m;0.06803;0.4717;0.1442;Medtr2g054130.1;0.1965;1.532;0.1282;lcl|NW_010965304.1_cds_XP_010535883.1_11736;0.1525;0.7177;0.2126
AT5G20150.1.1;941568;0.02255;0.2779;0.08114;Carubv10001472m;0.03523;0.6788;0.05191;Thhalv10014356m;0.04409;0.6512;0.06771;Medtr4g114550.1;0.1501;1.949;0.07701;lcl|NW_010965304.1_cds_XP_010535868.1_11722;0.07256;1.412;0.0514
AT5G20170.1.1;351112;0.02379;0.1139;0.209;Carubv10002972m;0.02613;0.2038;0.1282;Thhalv10012923m;0.05233;0.252;0.2076;Medtr4g114100.1;0.3056;1.601;0.1909;lcl|NW_010968505.1_cds_XP_010520585.1_34505;0.1534;0.8138;0.1885
AT5G20180.4.1;488922;0.04074;0.1299;0.3136;Carubv10002319m;0.05017;0.2865;0.1751;Thhalv10015097m;0.09879;0.3822;0.2585;Medtr4g114610.1;0.2854;1.998;0.1429;lcl|NW_010968505.1_cds_XP_010520577.1_34497;0.1745;0.9567;0.1824
AT5G20190.1.1;488924;0.02612;0.1026;0.2546;Carubv10001598m;0.04206;0.2995;0.1404;Thhalv10014275m;0.05763;0.4258;0.1353;Medtr4g114690.1;0.3303;1.613;0.2048;lcl|NW_010968505.1_cds_XP_010520575.1_34495;0.2599;1.025;0.2537
AT5G20200.1.1;488925;0.0479;0.08516;0.5625;Carubv10003596m;0.09147;0.2011;0.4549;Thhalv10012771m;0.1331;0.2385;0.558;Medtr2g072590.1;0.6286;NA;NA;lcl|NW_010965304.1_cds_XP_010535862.1_11717;0.2943;0.7745;0.3799
AT5G20240.1.1;488929;0.01948;0.1149;0.1695;Carubv10001962m;0.02162;0.2125;0.1017;Thhalv10014683m;0.02431;0.2964;0.08203;Medtr3g088615.1;0.2421;1.422;0.1703;lcl|NW_010965541.1_cds_XP_010541718.1_16952;0.113;0.8567;0.1319
AT5G20260.2.1;326421;0.0981;0.2959;0.3316;Carubv10003769m;0.06224;0.2801;0.2222;Thhalv10015371m;0.0913;0.2803;0.3258;Medtr4g115460.1;0.3473;NA;NA;lcl|NW_010968505.1_cds_XP_010520570.1_34491;0.2008;1.073;0.1871
AT5G20300.5.1;941582;0.02849;0.08089;0.3522;Carubv10000266m;0.04679;0.2013;0.2325;Thhalv10012730m;0.05691;0.2336;0.2436;Medtr4g115710.1;0.3291;1.714;0.192;lcl|NW_010965304.1_cds_XP_010535853.1_11708;0.1672;0.9197;0.1818
AT5G20380.2.1;941591;0.007995;0.1154;0.06927;Carubv10000522m;0.0647;0.2598;0.249;Thhalv10013250m;0.03983;0.2066;0.1928;Medtr4g116030.1;0.2051;1.259;0.1629;lcl|NW_010965541.1_cds_XP_010541712.1_16946;0.1213;0.6539;0.1855
AT5G20400.1.1;488949;0.02345;0.1387;0.1691;Carubv10001315m;0.05249;0.3208;0.1636;Thhalv10013989m;0.07084;0.3408;0.2079;Medtr3g117420.1;0.3443;1.884;0.1828;lcl|NW_010965304.1_cds_XP_010535845.1_11697;0.1165;0.8457;0.1378
AT5G20420.1.1;351139;0.03728;0.1253;0.2974;Carubv10000058m;0.06605;0.2511;0.2631;Thhalv10012460m;0.08295;0.3394;0.2444;Medtr5g083300.3;0.3237;1.914;0.1691;lcl|NW_010965304.1_cds_XP_010535835.1_11692;0.1668;1.236;0.135
AT5G20490.2.1;893981;0.006956;0.09783;0.07111;Carubv10000031m;0.0141;0.1909;0.07385;Thhalv10012431m;0.01818;0.1855;0.09799;Medtr4g125690.1;0.1076;1.264;0.08513;lcl|NW_010965304.1_cds_XP_010535820.1_11681;0.05034;0.5502;0.0915
AT5G20500.1.1;941600;0.03318;0.2251;0.1474;Carubv10001841m;0.05488;0.3122;0.1758;Thhalv10014993m;0.06958;0.392;0.1775;Medtr2g038560.3;0.241;1.478;0.163;lcl|NW_010965304.1_cds_XP_010535822.1_11680;0.1425;0.6551;0.2175
AT5G20520.1.1;941602;0.009379;0.1181;0.07941;Carubv10001528m;0.04144;0.2447;0.1693;Thhalv10014184m;0.0474;0.2646;0.1791;Medtr4g125660.2;0.1097;1.232;0.08905;lcl|NW_010968505.1_cds_XP_010520549.1_34469;0.07262;0.5772;0.1258
AT5G20570.1.1;488960;0.007347;0.1965;0.0374;Carubv10018268m;0.03456;1.053;0.03281;Thhalv10015047m;0.01741;0.3771;0.04618;Medtr2g088570.1;0.07156;0.7159;0.09997;lcl|NW_010967707.1_cds_XP_010557667.1_31303;0.0363;1.626;0.02232
AT5G20590.1.1;488963;0.02519;0.0988;0.2549;Carubv10000803m;0.04872;0.269;0.1811;Thhalv10013361m;0.05806;0.3198;0.1815;Medtr4g126950.2;0.2466;2.086;0.1182;lcl|NW_010965304.1_cds_XP_010535816.1_11674;0.113;0.8316;0.1358
AT5G20600.1.1;941614;0.04156;0.1282;0.3241;Carubv10003075m;0.06794;0.2784;0.244;Thhalv10013208m;0.08486;0.3893;0.218;Medtr4g133100.1;0.3832;1.536;0.2495;lcl|NW_010968505.1_cds_XP_010520542.1_34461;0.2066;0.8754;0.236
AT5G20610.1.1;488965;0.03052;0.1019;0.2995;Carubv10000056m;0.05634;0.1875;0.3004;Thhalv10012496m;0.07634;0.2594;0.2943;Medtr2g040970.3;0.3554;2.038;0.1744;lcl|NW_010968505.1_cds_XP_010520539.1_34464;0.19;0.8059;0.2357
AT5G20635.1.1;893998;0.02142;0.1164;0.184;Carubv10002620m;0.0558;0.255;0.2188;Thhalv10014548m;0.05364;0.3054;0.1756;Medtr2g042200.1;0.7197;NA;NA;lcl|NW_010965304.1_cds_XP_010535812.1_11670;0.241;0.9322;0.2585
AT5G20650.1.1;941620;0.006672;0.1928;0.03461;Carubv10002100m;0.03333;0.2792;0.1194;Thhalv10015467m;0.04375;0.51;0.08579;Medtr1g015000.1;0.3865;NA;NA;lcl|NW_010965304.1_cds_XP_010535810.1_11668;0.1273;0.9128;0.1394
AT5G20660.1.1;941621;0.02098;0.1076;0.1949;Carubv10000170m;0.04439;0.2196;0.2021;Thhalv10024352m;0.04943;0.2482;0.1991;Medtr1g095040.2;0.2975;1.13;0.2633;lcl|NW_010967707.1_cds_XP_010558759.1_32328;0.1798;0.8884;0.2024
AT5G20670.1.1;488972;0.009281;0.1962;0.04731;Carubv10002181m;0.0269;0.4092;0.06573;Thhalv10014909m;0.0288;0.3894;0.07397;Medtr4g125010.1;0.405;NA;NA;lcl|NW_010965304.1_cds_XP_010535808.1_11666;0.2465;1.678;0.1469
AT5G20710.1.1;351167;0.01604;0.1393;0.1152;Carubv10003630m;0.03303;0.2423;0.1364;Thhalv10012695m;0.05687;0.3416;0.1665;Medtr2g042610.1;0.2719;1.994;0.1364;lcl|NW_010965541.1_cds_XP_010541690.1_16924;0.1744;1.162;0.1501
AT5G20720.4.1;488978;0.0;0.09965;0.0;Carubv10001787m;0.03059;0.2068;0.1479;Thhalv10014202m;0.03088;0.2128;0.1451;Medtr4g124910.2;0.1522;1.464;0.1039;lcl|NW_010968505.1_cds_XP_010520525.1_34450;0.09706;0.7224;0.1344
AT5G20790.1.1;488984;0.04956;0.2088;0.2374;Carubv10003535m;0.1031;0.3372;0.3057;Thhalv10014753m;0.1454;0.4613;0.3152;Medtr2g043710.1;0.555;NA;NA;lcl|NW_010965304.1_cds_XP_010536252.1_11657;0.3445;1.098;0.3138
AT5G20870.1.1;941640;0.02911;0.2305;0.1263;Carubv10000767m;0.05869;0.3888;0.151;Thhalv10013340m;0.06274;0.5249;0.1195;Medtr4g124440.1;0.3172;NA;NA;lcl|NW_010968505.1_cds_XP_010520511.1_34437;0.1396;1.733;0.08057
AT5G20890.1.1;941643;0.004683;0.1574;0.029760000000000002;Carubv10000699m;0.003489;0.2171;0.01607;Thhalv10013239m;0.02225;0.3421;0.06504;Medtr7g067470.1;0.05236;1.195;0.04383;lcl|NW_010969548.1_cds_XP_010521577.1_35308;0.03156;0.7291;0.04328
AT5G20900.1.1;488996;0.03812;0.1224;0.3115;Carubv10002004m;0.06865;0.1679;0.4088;Thhalv10013955m;0.1303;0.3008;0.4331;Medtr2g044910.1;0.5395;2.47;0.2184;lcl|NW_010968505.1_cds_XP_010520508.1_34435;0.2558;0.7421;0.3447
AT5G20910.1.1;488997;0.01616;0.1331;0.1214;Carubv10003647m;0.04698;0.2491;0.1886;Thhalv10014170m;0.03794;0.2775;0.1367;Medtr1g014710.1;0.2703;1.991;0.1358;lcl|NW_010965304.1_cds_XP_010535775.1_11634;0.0945;0.6265;0.1508
AT5G20930.1.1;489001;0.01432;0.1127;0.127;Carubv10000368m;0.0325;0.1875;0.1733;Thhalv10012855m;0.05189;0.2601;0.1995;Medtr5g086790.1;0.1897;1.707;0.1111;lcl|NW_010968505.1_cds_XP_010520497.1_34426;0.1179;0.6117;0.1928
AT5G20950.3.1;489005;0.01043;0.1603;0.06508;Carubv10000466m;0.01977;0.338;0.05849;Thhalv10012965m;0.03163;0.3464;0.09131;Medtr3g079750.1;0.1452;1.588;0.09142;lcl|NW_010965304.1_cds_XP_010535770.1_11629;0.06732;0.8644;0.07788
AT5G20990.1.1;489011;0.01643;0.124;0.1325;Carubv10000376m;0.03519;0.2215;0.1589;Thhalv10012894m;0.04659;0.2299;0.2027;Medtr5g087490.1;0.1979;1.318;0.1502;lcl|NW_010968505.1_cds_XP_010520491.1_34419;0.1092;0.5442;0.2007
AT5G21040.3.1;894037;0.03478;0.1429;0.2434;Carubv10002885m;0.05399;0.208;0.2595;Thhalv10016076m;0.05436;0.2622;0.2073;Medtr5g087680.1;0.2919;1.634;0.1787;lcl|NW_010965304.1_cds_XP_010535765.1_11625;0.1392;0.6851;0.2032
AT5G21050.1.1;489014;0.0158;0.1452;0.1088;Carubv10003213m;0.03463;0.3917;0.08841;Thhalv10013957m;0.04831;0.4606;0.1049;Medtr5g087660.1;0.3269;2.14;0.1528;lcl|NW_010968505.1_cds_XP_010520489.1_34417;0.1697;0.9561;0.1775
AT5G21070.1.1;489018;0.00442;0.1438;0.03073;Carubv10001673m;0.004375;0.2338;0.01871;Thhalv10014597m;0.008077;0.3386;0.02385;Medtr5g087720.1;0.07297;1.254;0.05818;lcl|NW_010968505.1_cds_XP_010520488.1_34416;0.05333;0.693;0.07695
AT5G21080.1.1;489019;0.02228;0.1365;0.1632;Carubv10000121m;0.03348;0.2466;0.1358;Thhalv10012553m;0.0423;0.2592;0.1632;Medtr4g039320.1;0.3054;1.48;0.2063;lcl|NW_010970490.1_cds_XP_010523667.1_37174;0.1245;0.6669;0.1867
AT5G21105.1.1;489021;0.01944;0.1938;0.1004;Carubv10000569m;0.03129;0.3002;0.1042;Thhalv10013113m;0.0769;0.4574;0.1681;Medtr3g078740.1;0.2471;2.379;0.1038;lcl|NW_010965304.1_cds_XP_010535760.1_11620;0.1449;0.9543;0.1518
AT5G21140.1.1;914187;0.2874;0.3566;0.8059;Carubv10001499m;0.04634;0.2855;0.1623;Thhalv10013965m;0.06762;0.2136;0.3165;Medtr3g078850.2;0.3497;1.643;0.2129;lcl|NW_010968505.1_cds_XP_010519668.1_33632;0.1974;0.8096;0.2438
AT5G21222.4.1;489029;0.02593;0.1146;0.2263;Carubv10000222m;0.04328;0.2165;0.1999;Thhalv10012659m;0.05504;0.2395;0.2299;Medtr8g103480.2;0.3296;2.821;0.1168;lcl|NW_010965304.1_cds_XP_010536015.1_11857;0.2268;1.191;0.1904
AT5G21482.1.1;489034;0.01551;0.1573;0.09863;Carubv10000702m;0.03322;0.3898;0.08523;Thhalv10013259m;0.03785;0.3972;0.09531;Medtr1g015410.1;0.2638;1.542;0.171;lcl|NW_010968505.1_cds_XP_010520480.1_34408;0.1275;0.9138;0.1395
AT5G21910.1.1;489036;0.0211;0.154;0.137;Carubv10002780m;0.04658;0.3747;0.1243;Thhalv10015977m;0.08229;0.3166;0.2599;Medtr1g015470.1;0.4246;1.656;0.2564;lcl|NW_010965304.1_cds_XP_010535752.1_11613;0.1918;0.8852;0.2167
AT5G21920.1.1;489037;0.03615;0.1359;0.2659;Carubv10001794m;0.03957;0.2784;0.1421;Thhalv10014336m;0.07546;0.2216;0.3406;Medtr3g105100.1;0.408;3.366;0.1212;lcl|NW_010968505.1_cds_XP_010520479.1_34406;0.1989;0.9622;0.2068
AT5G21930.2.1;941687;0.01828;0.108;0.1692;Carubv10000184m;0.0276;0.1894;0.1458;Thhalv10012640m;0.0383;0.2645;0.1448;Medtr3g105190.1;0.1943;1.186;0.1639;lcl|NW_010965304.1_cds_XP_010535751.1_11612;0.1091;0.6755;0.1615
AT5G21940.1.1;941688;0.02584;0.1836;0.1407;Carubv10001723m;0.06906;0.4538;0.1522;Thhalv10014420m;0.05583;0.343;0.1628;Medtr1g015650.1;0.5151;NA;NA;lcl|NW_010965304.1_cds_XP_010535750.1_11611;0.2483;1.454;0.1708
AT5G21970.2.1;489043;0.02037;0.1671;0.1219;Carubv10000951m;0.03604;0.2421;0.1488;Thhalv10013576m;0.04665;0.2567;0.1818;Medtr3g105530.1;0.2278;2.719;0.08377;lcl|NW_010965304.1_cds_XP_010535747.1_11608;0.1375;0.812;0.1694
AT5G21990.1.1;489045;0.01181;0.1013;0.1166;Carubv10000579m;0.03017;0.2515;0.12;Thhalv10013111m;0.03452;0.3225;0.107;Medtr4g050120.1;0.2532;1.345;0.1883;lcl|NW_010965304.1_cds_XP_010535742.1_11602;0.1214;0.7003;0.1733
AT5G22000.3.1;489047;0.01401;0.1017;0.1377;Carubv10001170m;0.0423;0.2204;0.1919;Thhalv10013828m;0.04665;0.1795;0.2598;Medtr2g087820.2;0.1772;1.264;0.1402;lcl|NW_010968505.1_cds_XP_010520476.1_34404;0.1644;0.6754;0.2434
AT5G22010.1.1;489049;0.01318;0.06892;0.1913;Carubv10000156m;0.02972;0.1798;0.1653;Thhalv10012587m;0.04519;0.2056;0.2198;Medtr4g050180.1;0.2089;1.361;0.1535;lcl|NW_010965304.1_cds_XP_010535735.1_11598;0.1075;0.634;0.1695
AT5G22050.2.1;489056;0.009703;0.1338;0.07252;Carubv10001531m;0.008763;0.201;0.04359;Thhalv10015417m;0.04953;0.3667;0.1351;Medtr2g087680.1;0.3035;1.807;0.1679;lcl|NW_010965304.1_cds_XP_010535722.1_11588;0.1439;0.8263;0.1742
AT5G22060.1.1;489058;0.0187;0.1215;0.1539;Carubv10001042m;0.0289;0.2288;0.1263;Thhalv10013655m;0.03604;0.3477;0.1037;Medtr2g087660.1;0.1014;1.416;0.07163;lcl|NW_010965304.1_cds_XP_010535721.1_11585;0.07964;0.8403;0.09478
AT5G22070.1.1;489059;0.006289;0.2127;0.02956;Carubv10002571m;0.01634;0.3428;0.04768;Thhalv10013910m;0.0351;0.6003;0.05847;Medtr2g087610.2;0.2464;2.539;0.09702;lcl|NW_010965304.1_cds_XP_010535720.1_11584;0.08718;1.09;0.07995
AT5G22080.1.1;489060;0.00471;0.1139;0.04134;Carubv10001814m;0.008818;0.1925;0.04581;Thhalv10014509m;0.01381;0.2722;0.05073;Medtr2g087520.1;0.1162;1.148;0.1013;lcl|NW_010965304.1_cds_XP_010535717.1_11582;0.0524;0.6168;0.08496
AT5G22090.2.1;351234;0.02889;0.1632;0.1771;Carubv10000895m;0.05541;0.2454;0.2258;Thhalv10013382m;0.07498;0.3937;0.1904;Medtr4g050590.1;0.4388;2.148;0.2043;lcl|NW_010965304.1_cds_XP_010535716.1_11581;0.2037;0.8375;0.2432
AT5G22100.1.1;894080;0.033;0.1128;0.2925;Carubv10001197m;0.1018;0.2899;0.3511;Thhalv10013826m;0.1179;0.3015;0.3911;Medtr8g098715.1;0.2878;NA;NA;lcl|NW_010968505.1_cds_XP_010520468.1_34397;0.1175;0.8925;0.1316
AT5G22110.1.1;489063;0.01486;0.1357;0.1095;Carubv10000704m;0.02641;0.1695;0.1558;Thhalv10001961m;0.06823;0.2955;0.2309;Medtr6g075170.1;0.2251;1.494;0.1507;lcl|NW_010965304.1_cds_XP_010535714.1_11580;0.09411;0.8286;0.1136
AT5G22120.1.1;894082;0.04398;0.1177;0.3736;Carubv10002848m;0.06479;0.221;0.2931;Thhalv10013868m;0.1545;0.3423;0.4512;Medtr4g051518.1;0.3467;1.412;0.2456;lcl|NW_010965304.1_cds_XP_010535713.1_11579;0.1557;0.7047;0.221
AT5G22130.1.1;941711;0.03336;0.1456;0.2292;Carubv10000947m;0.05516;0.3025;0.1823;Thhalv10013575m;0.05838;0.3387;0.1724;Medtr8g040610.3;0.1934;1.497;0.1292;lcl|NW_010968505.1_cds_XP_010520467.1_34396;0.1067;0.8205;0.1301
AT5G22220.2.1;489072;0.02654;0.1444;0.1838;Carubv10003027m;0.04632;0.203;0.2282;Thhalv10015650m;0.047;0.2608;0.1802;Medtr4g052000.1;0.2788;1.736;0.1606;lcl|NW_010968505.1_cds_XP_010520455.1_34383;0.1899;0.7642;0.2485
AT5G22260.1.1;489076;0.01838;0.1687;0.109;Carubv10002790m;0.03188;0.2227;0.1431;Thhalv10012892m;0.039;0.3099;0.1258;Medtr5g040700.1;0.3876;NA;NA;lcl|NW_010965304.1_cds_XP_010536249.1_11576;0.1913;0.8785;0.2177
AT5G22300.1.1;894102;0.03239;0.2319;0.1396;Carubv10001274m;0.04702;0.2971;0.1583;Thhalv10013949m;0.05591;0.4192;0.1334;Medtr4g052390.1;0.1563;1.26;0.1241;lcl|NW_010965304.1_cds_XP_010535707.1_11573;0.1025;0.8733;0.1174
AT5G22320.1.1;489085;0.0342;0.1465;0.2335;Carubv10003076m;0.05928;0.3329;0.178;Thhalv10013516m;0.089;0.3664;0.2429;Medtr2g086950.1;0.3721;1.534;0.2427;lcl|NW_010965304.1_cds_XP_010535705.1_11571;0.2177;0.9765;0.2229
AT5G22330.1.1;941736;0.003015;0.127;0.02373;Carubv10000923m;0.008788;0.3168;0.02774;Thhalv10013490m;0.01864;0.5067;0.03679;Medtr3g104080.1;0.05165;1.799;0.02871;lcl|NW_010968505.1_cds_XP_010520446.1_34374;0.02522;0.709;0.03557
AT5G22340.1.1;489087;0.03929;0.1744;0.2253;Carubv10001448m;0.06148;0.2939;0.2092;Thhalv10014124m;0.06537;0.402;0.1626;Medtr4g052500.1;0.3956;NA;NA;lcl|NW_010965304.1_cds_XP_010535702.1_11569;0.1731;0.8385;0.2064
AT5G22350.1.1;941738;0.01159;0.1068;0.1085;Carubv10003681m;0.01972;0.1852;0.1065;Thhalv10013630m;0.03559;0.2536;0.1403;Medtr4g052540.1;0.181;1.646;0.1099;lcl|NW_010965304.1_cds_XP_010535701.1_11568;0.09844;0.705;0.1396
AT5G22360.1.1;941740;0.01355;0.1634;0.08294;Carubv10001916m;0.01849;0.273;0.06775;Thhalv10014623m;0.02891;0.4222;0.06846;Medtr4g052550.1;0.06069;1.074;0.05653;lcl|NW_010968505.1_cds_XP_010520445.1_34373;0.05924;0.645;0.09184
AT5G22370.3.1;326545;0.03386;0.1308;0.2589;Carubv10001214m;0.08793;0.3276;0.2684;Thhalv10017005m;0.04581;0.2797;0.1638;Medtr8g062340.4;0.1022;1.195;0.0855;lcl|NW_010968505.1_cds_XP_010519682.1_33648;0.09265;0.7098;0.1305
AT5G22380.1.1;489094;0.03436;0.248;0.1385;Carubv10001788m;0.07096;0.3154;0.225;Thhalv10014563m;0.0557;0.3533;0.1577;Medtr2g086690.1;0.3483;NA;NA;lcl|NW_010968505.1_cds_XP_010520443.1_34372;0.1983;0.9497;0.2088
AT5G22390.1.1;489095;0.01629;0.1443;0.1129;Carubv10001974m;0.05399;0.3818;0.1414;Thhalv10014710m;0.06444;0.4596;0.1402;Medtr2g086590.1;0.4644;NA;NA;lcl|NW_010968505.1_cds_XP_010520442.1_34371;0.2324;1.177;0.1975
AT5G22400.1.1;941744;0.02815;0.1691;0.1664;Carubv10000931m;0.04115;0.2346;0.1754;Thhalv10013479m;0.06675;0.3941;0.1694;Medtr7g104900.1;0.3455;2.076;0.1665;lcl|NW_010965541.1_cds_XP_010541270.1_16528;0.1442;0.9072;0.1589
AT5G22460.3.1;351269;0.02944;0.1199;0.2455;Carubv10001352m;0.04333;0.2466;0.1757;Thhalv10014031m;0.07516;0.3354;0.2241;Medtr2g086290.1;0.2885;1.753;0.1645;lcl|NW_010968505.1_cds_XP_010520431.1_34360;0.1907;0.9019;0.2115
AT5G22470.1.1;941753;0.01645;0.2352;0.06993;Carubv10002547m;0.01936;0.3244;0.0597;Thhalv10015477m;0.03115;0.4384;0.07106;Medtr4g053530.1;0.2204;NA;NA;lcl|NW_010968505.1_cds_XP_010520427.1_34358;0.09944;1.196;0.08316
AT5G22510.2.1;489110;0.01505;0.1863;0.08078;Carubv10000472m;0.02648;0.2533;0.1046;Thhalv10012973m;0.03646;0.3536;0.1031;Medtr8g092170.1;0.2038;1.756;0.116;lcl|NW_010965304.1_cds_XP_010535668.1_11539;0.07787;0.766;0.1017
AT5G22580.1.1;941765;0.01708;0.1647;0.1037;Carubv10002301m;0.02731;0.3995;0.06836;Thhalv10015069m;0.05059;0.215;0.2353;Medtr2g084985.1;0.298;1.64;0.1817;lcl|NW_010965304.1_cds_XP_010535674.1_11543;0.0838;0.7234;0.1158
AT5G22620.5.1;489120;0.0399;0.1356;0.2943;Carubv10000827m;0.06148;0.1693;0.3631;Thhalv10013362m;0.08758;0.2726;0.3213;Medtr4g055260.1;0.2113;1.305;0.1619;lcl|NW_010968505.1_cds_XP_010520410.1_34341;0.1508;0.7653;0.197
AT5G22640.1.1;489121;0.02263;0.1301;0.1739;Carubv10000268m;0.02834;0.2266;0.1251;Thhalv10012645m;0.05691;0.37;0.1538;Medtr2g084835.1;0.3584;1.813;0.1976;lcl|NW_010965304.1_cds_XP_010535667.1_11537;0.1257;0.8188;0.1535
AT5G22740.1.1;489123;0.003265;0.1496;0.02182;Carubv10000683m;0.006391;0.2776;0.02302;Thhalv10013221m;0.007022;0.3067;0.02289;Medtr4g055520.1;0.1305;1.868;0.06985;lcl|NW_010965304.1_cds_XP_010535659.1_11530;0.05274;0.9769;0.05398
